target_label,target_word,selected_word,role,example_id,excerpt,title,url,n_examples_found
Refugies,беженец,переселенец,neighbor,5,"""Губернатор Денис Паслер поручил Минтруду региона сформировать перечень профессий, по которым есть вакансии для переселенцев из ЛНР и ДНР.",В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435,5
Refugies,беженец,приезжих,neighbor,1,"На месте эвакуированных встречают волонтеры, которые распределяют потоки приезжих по автобусам и помогают им донести вещи.",Поезд с эвакуированными жителями Донбасса прибыл в Наро-Фоминск,https://tass.ru/obschestvo/13798449,4
Refugies,беженец,приезжих,neighbor,2,В этой связи ряд небольших городов вынуждены отказываться от дальнейшего приема приезжих.,СМИ: регионам ФРГ все сложнее принимать беженцев,https://tass.ru/mezhdunarodnaya-panorama/15372103,4
Refugies,беженец,приезжих,neighbor,3,На железнодорожном вокзале Нальчика была организована встреча приезжих.,Более 500 переселенцев прибыли в Кабардино-Балкарию из Херсонской области,https://tass.ru/obschestvo/16348777,4
Refugies,беженец,приезжих,neighbor,4,"Он также признал, что власти не имеют сведений о местожительстве половины приезжих.",Украинские беженцы потянулись домой:,https://tass.ru/opinions/15276009,4
Refugies,беженец,эвакуированных,neighbor,1,"Также он добавил, что часть эвакуированных жителей республики была направлена на другой пункт пропуска через границу, из-за чего, по его словам, некоторые семьи разделились.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Refugies,беженец,эвакуированных,neighbor,2,"В пятницу главы ЛНР и ДНР Леонид Пасечник и Денис Пушилин заявили об эвакуации жителей республик в связи с нарастающей угрозой боевых действий, а также о готовности России принять на своей территории эвакуированных людей.",Путин поручил обеспечить выплаты по 10 тыс. руб. беженцам из Донбасса в Ростовской области,https://tass.ru/obschestvo/13759323,5
Refugies,беженец,эвакуированных,neighbor,3,"Исполняющий обязанности главы МЧС Александр Чуприян в палаточном лагере МЧС для эвакуированных граждан ДНР на КПП Матвеев Курган
РОСТОВ-НА-ДОНУ.","МЧС сообщает, что эвакуацию беженцев из Донбасса будут вести круглосуточно",https://tass.ru/obschestvo/13770969,5
Refugies,беженец,эвакуированных,neighbor,4,/ТАСС/. Режим повышенной готовности введен в Волгоградской области в связи с приемом эвакуированных жителей Донецкой и Луганской народных республик.,Режим повышенной готовности вводится в Волгоградской области из-за приема жителей Донбасса,https://tass.ru/obschestvo/13768591,5
Refugies,беженец,эвакуированных,neighbor,5,"В Пензенской области, по информации правительства, готовы принять 700 эвакуированных семей из ДНР и ЛНР.",В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435,5
Refugies,беженец,приднестровье,neighbor,1,"/ТАСС/. Власти Приднестровья готовятся оказать содействие беженцам, которые могут прибыть с территории Украины.",Власти Приднестровья заявили о подготовке к приему беженцев с Украины,https://tass.ru/obschestvo/13838457,3
Refugies,беженец,приднестровье,neighbor,2,"/ТАСС/. Свыше 274 тыс. украинских беженцев зарегистрировались в Приднестровье с февраля 2022 года, сообщило МВД непризнанной республики.",В Приднестровье с 2022 года зарегистрировались свыше 274 тыс. беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/21758613,3
Refugies,беженец,приднестровье,neighbor,3,"Граждане Украины получили возможность устроиться на работу в Приднестровье, а их дети бесплатно посещают школы и детские сады.",В Приднестровье с 2022 года зарегистрировались свыше 274 тыс. беженцев с Украины,https://tass.ru/mezhdunarodnaya-panorama/21758613,3
Refugies,беженец,подсчитать,neighbor,1,"/ТАСС/. Управление верховного комиссара ООН по делам беженцев (УВКБ) подсчитало, что с 24 февраля по 9 августа 2022 года в страны Европы прибыли в общей сложности более 6,4 млн беженцев с Украины.","В ООН сообщили, что в страны Европы прибыли более 6,3 млн беженцев с Украины",https://tass.ru/obschestvo/15431229,3
Refugies,беженец,подсчитать,neighbor,2,"""Количества людей эвакуированных цифры, конечно, нет, но можно по людям, которые подали заявления на получение материальной помощи в объеме 100 тыс. рублей [подсчитать].",Крым принял более 20 тыс. эвакуированных жителей Херсонской области,https://tass.ru/obschestvo/16624439,3
Refugies,беженец,подсчитать,neighbor,3,"/ТАСС/. Управление верховного комиссара ООН по делам беженцев (УВКБ) подсчитало, что с 24 февраля по 4 октября 2022 года в страны Европы прибыли в общей сложности более 7,6 млн беженцев с Украины.","В страны Европы с 24 февраля прибыли более 7,6 млн беженцев с Украины",https://tass.ru/obschestvo/15967821,3
Refugies,беженец,первоначальный,neighbor,1,Первоначальный объем выделенных средств в 5 млрд рублей позволял выплатить по 10 тыс. рублей 500 тыс. граждан.,"Общий объем средств для выплат эвакуированным жителям Донбасса установили в 1,5 млрд руб.",https://tass.ru/obschestvo/13963459,5
Refugies,беженец,первоначальный,neighbor,2,Сбор гуманитарной помощи для пострадавших жителей Донбасса был организован Межрелигиозной рабочей группой по защите прав верующих от дискриминации и ксенофобии Совета по взаимодействию с религиозными объединениями при президенте РФ (первоначальное название в 2017 году - Межрелигиозная рабочая группа по оказанию помощи населению Сирии).,Гуманитарную помощь от религиозных общин РФ передадут нуждающимся в Мариуполе 9-11 апреля,https://tass.ru/obschestvo/14279765,5
Refugies,беженец,первоначальный,neighbor,3,"В первоначальных прогнозах УВКБ, опубликованных 25 февраля, речь шла о том, что Украину могут покинуть до 4 млн беженцев.","В ООН заявили, что за сутки в соседние с Украиной страны прибыли более 32 тыс. беженцев",https://tass.ru/obschestvo/14476557,5
Refugies,беженец,первоначальный,neighbor,4,"Но, скорее всего, осталось не более половины от первоначального числа жителей.","Сальдо сообщил, что около 68 тыс. жителей Херсонщины эвакуировались в другие регионы РФ",https://tass.ru/obschestvo/16848005,5
Refugies,беженец,первоначальный,neighbor,5,"Она отметила, что на первоначальном этапе, ""очень долго оформлялись документы"", но сейчас эта ситуация исправлена.",Москалькова отметила быструю реакцию властей на запросы эвакуированных из зоны СВО,https://tass.ru/obschestvo/17750493,5
Refugies,беженец,человек,neighbor,1,"Как сообщил председатель Российского Красного Креста Павел Савчук, организация окажет прибывшим гражданам гуманитарную помощь и ""сделает все возможное, чтобы облегчить судьбу людей"".","Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам",https://tass.ru/obschestvo/13763103,5
Refugies,беженец,человек,neighbor,2,"""Люди, которые едут в ПВР, должны дождаться автобусов, идти по спискам, чтобы встать на довольствие.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Refugies,беженец,человек,neighbor,3,"<…> Мы возим людей, которые едут к родственникам.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Refugies,беженец,человек,neighbor,4,"Сейчас везу людей на вокзал, они уедут к родственникам в Крым, и в Ростов-на-Дону к сестре - девушку с ребенком.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Refugies,беженец,человек,neighbor,5,"Но таких людей немного"", - сказал он.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Refugies,беженец,полагать,neighbor,1,"""Поэтому надо принимать на работу эвакуированных из ЛНР и ДНР как граждан РФ"", - полагает он.","Эксперты считают, что малый бизнес в РФ готов трудоустроить эвакуированных из ЛНР и ДНР",https://tass.ru/ekonomika/13891407,3
Refugies,беженец,полагать,neighbor,2,"/ТАСС/. Представитель Свободной демократической партии Германии (СвДП) Штефан Томаэ полагает, что прибывающие в ФРГ беженцы с Украины в будущем не должны получать прямые гражданские пособия.","В СвДП заявили, что беженцы с Украины должны получать право на убежище",https://tass.ru/mezhdunarodnaya-panorama/20166279,3
Refugies,беженец,полагать,neighbor,3,"Полагаю, большинство из них может предпочитать следовать такой схеме: зарегистрироваться для получения пособий, а затем самостоятельно устроиться на работу ""по-черному"" — пусть даже теми же уборщицами или сиделками, но за наличный расчет, в обход казны.",Украинские беженцы потянулись домой:,https://tass.ru/opinions/15276009,3
Benevoles,волонтер,волонтер,target,1,"/ТАСС/. Волонтеры Общероссийского народного фронта (ОНФ), Всероссийского студенческого корпуса спасателей, Российского Красного Креста и других добровольческих объединений формируют штаб ""Мы вместе"" для оказания поддержки прибывающим на территорию России из Донецкой и Луганской народных республик (ДНР и ЛНР).","Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам",https://tass.ru/obschestvo/13763103,5
Benevoles,волонтер,волонтер,target,2,"Волонтеры также готовы оказать психологическую и социальную поддержку вынужденным переселенцам, отметил он.","Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам",https://tass.ru/obschestvo/13763103,5
Benevoles,волонтер,волонтер,target,3,"Пока таких жителей немного, сообщил ТАСС один из волонтеров Юрий Мезинов.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Benevoles,волонтер,волонтер,target,4,"""Из-за <...> усложнения ситуации часть людей отправили через пункт пропуска Новоазовск, сейчас людей отвезу, и поедем семьи воссоединять"", - сказал волонтер.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Benevoles,волонтер,волонтер,target,5,"""В случае прибытия людей на территорию региона с ними будет организована сопроводительная работа студенческими педагогическими отрядами, волонтерами акции ""Мы вместе"" в местах временного размещения"", - сообщили в правительстве, добавив, что область уже имеет опыт принятия беженцев с территории республик.",В Оренбургской области сформируют перечень вакансий для беженцев из ЛНР и ДНР,https://tass.ru/obschestvo/13768435,5
Benevoles,волонтер,доброволец,neighbor,1,"/ТАСС/. Жителей ДНР, которые после эвакуации из республики приняли решение остановиться в России не в пункте временного размещения, а у родственников, начали отвозить добровольцы.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Benevoles,волонтер,доброволец,neighbor,2,"Доброволец уточнил, что в данный момент, по его мнению, необходимо обеспечить на границе пункты обогрева, так как те люди, которых он забрал, простояли на погранпереходе около двух часов.","Волонтер рассказал о помощи жителям ДНР, которые не едут в пункты временного размещения",https://tass.ru/obschestvo/13762975,5
Benevoles,волонтер,доброволец,neighbor,3,"""Наша сводная группа из добровольцев МГЕР (""Молодая гвардия ""Единой России"" - прим. ТАСС), ""Молодежки ОНФ"" и движения ""Мы вместе"", которую мы отправили в Ростовскую область, под руководством Игоря Кастюкевича уже приступила к работе.","""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям",https://tass.ru/ekonomika/13770261,5
Benevoles,волонтер,доброволец,neighbor,4,"""Наши добровольцы уже в круглосуточном режиме работают в Ростовской области.","""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям",https://tass.ru/ekonomika/13770261,5
Benevoles,волонтер,доброволец,neighbor,5,"Добровольцы выполняют целый спектр задач - от помощи в размещении в ПВР (пунктах временного размещения - прим. ТАСС) до обеспечения досуга детей и дежурства в медпунктах"", - приводит пресс-служба правительства Ростовской области слова Хохлова.",В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса,https://tass.ru/obschestvo/13787549,5
Benevoles,волонтер,петербуржец,neighbor,1,"Как рассказали в пресс-службе со ссылкой на депутата Государственной думы, секретаря реготделения Сергея Боярского, за выходные в волонтерский центр и общественную приемную поступили сотни звонков от петербуржцев, желающих помочь.",Единороссы в Петербурге открыли пункт сбора гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/13782729,5
Benevoles,волонтер,петербуржец,neighbor,2,"И попросить петербуржцев отнестись с пониманием, не приносить для передачи скоропортящиеся продукты.",Единороссы в Петербурге открыли пункт сбора гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/13782729,5
Benevoles,волонтер,петербуржец,neighbor,3,"/ТАСС/. Сочувствующие беженцам из Луганской и Донецкой народных республик (ЛНР и ДНР) петербуржцы круглосуточно несут гуманитарную помощь в пункт приема на базе Волонтерского центра ""Единой России"".",Петербуржцы круглосуточно несут в пункт приема гуманитарную помощь для людей из Донбасса,https://tass.ru/obschestvo/13844133,5
Benevoles,волонтер,петербуржец,neighbor,4,"""Сотни петербуржцев уже передали помощь, больше всего приносят детскую одежду, питание для детей, средства личной гигиены.",Петербуржцы круглосуточно несут в пункт приема гуманитарную помощь для людей из Донбасса,https://tass.ru/obschestvo/13844133,5
Benevoles,волонтер,петербуржец,neighbor,5,"Хочу внести свой посильный вклад в помощь людям, которые остались без дома и которых мы сейчас принимаем"", - рассказал петербуржец Артем Терехов.",Петербуржцы круглосуточно несут в пункт приема гуманитарную помощь для людей из Донбасса,https://tass.ru/obschestvo/13844133,5
Benevoles,волонтер,волонтерский,neighbor,1,"Пресс-служба уточнила, что круглосуточный оперативный волонтерский штаб будет координировать работу по сбору и распределению гуманитарной помощи, встрече беженцев с Донбасса, организации условий проживания и психологической поддержке.","Волонтеры развернули штаб ""Мы вместе"" для помощи прибывшим из ДНР и ЛНР гражданам",https://tass.ru/obschestvo/13763103,5
Benevoles,волонтер,волонтерский,neighbor,2,"Оперативный волонтерский штаб ""Мы вместе"" открыл на базе регионального Красного креста в Белгороде пункт приема гуманитарной помощи для беженцев из Донецкой и Луганской народных республик (ДНР и ЛНР).",Пункт сбора гуманитарной помощи беженцам из ДНР и ЛНР открыли в Белгороде,https://tass.ru/obschestvo/13769633,5
Benevoles,волонтер,волонтерский,neighbor,3,"<...> Оперативный волонтерский штаб #МыВместе будет координировать работу по сбору и распределению гуманитарной помощи"", - говорится в сообщении.",Пункт сбора гуманитарной помощи беженцам из ДНР и ЛНР открыли в Белгороде,https://tass.ru/obschestvo/13769633,5
Benevoles,волонтер,волонтерский,neighbor,4,"По словам Метелева, на базе волонтерского центра Донского государственного технического университета открыт штаб по сбору гуманитарной помощи.","В Госдуме заявили, что единороссы и волонтеры оказывают помощь беженцам из ДНР и ЛНР",https://tass.ru/politika/13767933,5
Benevoles,волонтер,волонтерский,neighbor,5,"""Сбор гуманитарной помощи осуществляется представителями Общероссийского народного фронта, Донского волонтерского центра, ДГТУ, клуба ""МыВместе"", ""Молодой гвардии Единой России"", а также других добровольческих организаций Ростовской области"", - сообщил председатель комитета по молодежной политике области Александр Никиточкин, слова которого привели в министерстве.",Власти Ростовской области объявили сбор гуманитарной помощи для беженцев с Донбасса,https://tass.ru/obschestvo/13768197,5
Benevoles,волонтер,вскс,neighbor,1,"/ТАСС/. Волонтеры Народного фронта и Всероссийского студенческого корпуса спасателей (ВСКС) окажут помощь людям на трассе М-4 ""Дон"" в Ростовской области, где введен режим ЧС из-за снегопада, сообщили в пятницу в пресс-службе Народного фронта.","Волонтеры окажут помощь заблокированным на трассе М-4 ""Дон"" в Ростовской области",https://tass.ru/v-strane/17412923,5
Benevoles,волонтер,вскс,neighbor,2,"""В связи с чрезвычайной ситуацией на трассе М-4 и прилегающих дорогах в Ростовской области, где из-за пробок оказались заблокированы сотни людей, Народный фронт совместно с ВСКС оперативно включился в оказание помощи.","Волонтеры окажут помощь заблокированным на трассе М-4 ""Дон"" в Ростовской области",https://tass.ru/v-strane/17412923,5
Benevoles,волонтер,вскс,neighbor,3,"/ТАСС/. Гуманитарный центр в Ростове-на-Дону оказал помощь более 2 млн человек с начала своей работы 22 февраля 2022 года, сообщили ТАСС в пресс-службе Всероссийского студенческого корпуса спасателей (ВСКС).",Гуманитарный штаб в Ростове-на-Дону помог более 2 млн человек из Донбасса,https://tass.ru/obschestvo/22397551,5
Benevoles,волонтер,вскс,neighbor,4,В работе гуманитарного центра за все время приняли участие свыше 1 тыс. активистов ВСКС из 45 регионов России.,Гуманитарный штаб в Ростове-на-Дону помог более 2 млн человек из Донбасса,https://tass.ru/obschestvo/22397551,5
Benevoles,волонтер,вскс,neighbor,5,"""Студенты-спасатели ВСКС выезжают на аварийно-восстановительные работы в жилые дома и образовательные учреждения, помогают ликвидировать последствия стихийных бедствий и ведут большую просветительскую работу по основам личной и общественной безопасности, проводя мастер-классы для жителей новых субъектов РФ"", - добавили в ВСКС.",Гуманитарный штаб в Ростове-на-Дону помог более 2 млн человек из Донбасса,https://tass.ru/obschestvo/22397551,5
Benevoles,волонтер,рота,neighbor,1,"""Сводная группа ""Единой России"", которая сформирована из представителей штабов ""Мы вместе"", МГЕР, ""Молодежки ОНФ"" и ""Волонтерской роты"", прибыла в Ростовскую область для помощи эвакуированным жителям Донецка и Луганска"", - говорится в сообщении.","Молодежный актив ""Единой России"" прибыл в Ростовскую область для помощи жителям ДНР и ЛНР",https://tass.ru/obschestvo/13766147,5
Benevoles,волонтер,рота,neighbor,2,"Уже сформирован Молодежный волонтерский корпус на более чем 200 человек из МГЕР, ""Молодежки ОНФ"" и волонтерской роты.","Молодежный актив ""Единой России"" прибыл в Ростовскую область для помощи жителям ДНР и ЛНР",https://tass.ru/obschestvo/13766147,5
Benevoles,волонтер,рота,neighbor,3,"В штабе работают волонтеры Всероссийского студенческого корпуса спасателей, Общероссийского народного фронта, ""Молодежки ОНФ"", Красного креста, ""Молодой гвардии ""Единой России"", Волонтерской роты и других добровольческих объединений.","Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса",https://tass.ru/obschestvo/13774587,5
Benevoles,волонтер,рота,neighbor,4,"Турчак отметил, что в палаточном лагере круглосуточно работают добровольцы ""Молодой гвардии Единой России"" и ""Волонтерской роты"".","Турчак заявил, что беженцы из Харьковской области обеспечены всем необходимым",https://tass.ru/obschestvo/15718475,5
Benevoles,волонтер,рота,neighbor,5,"Он отметил, что совместно с ""Единой Россией"" на местах работают всероссийское движение ""Мы вместе"", ""Волонтерская рота"", Ассоциация волонтерских центров России, ""Волонтеры-медики"", ""Волонтеры Победы"".",В Ростовскую область прибыли первые 800 тонн помощи для жителей ДНР и ЛНР от единороссов,https://tass.ru/obschestvo/13812017,5
Benevoles,волонтер,горожанин,neighbor,1,Горожане начали массово скупать некоторые продукты и товары.,Эвакуация и общая мобилизация. Что происходит в Луганске,https://tass.ru/mezhdunarodnaya-panorama/13774839,5
Benevoles,волонтер,горожанин,neighbor,2,"Уже вчера нам начали звонить и узнавать, что можно привезти, а сегодня приехали первые горожане, которые принесли, в основном, не скоропортящиеся продукты питания, канцелярию для детей"", - сказал Левит.",Москвичи начали приносить продукты в пункты сбора для эвакуированных из Донбасса,https://tass.ru/obschestvo/13802335,5
Benevoles,волонтер,горожанин,neighbor,3,"Один из неравнодушных горожан, принесший для беженцев продукты, вещи первой необходимости и средства личной гигиены, рассказал, почему решил поддержать этих людей в сложной ситуации.",Петербуржцы круглосуточно несут в пункт приема гуманитарную помощь для людей из Донбасса,https://tass.ru/obschestvo/13844133,5
Benevoles,волонтер,горожанин,neighbor,4,"К сбору в Сочи активно подключились все горожане, общественные организации, объединения и предприниматели.",Сочинцы отправили более 15 тонн гуманитарной помощи беженцам из ДНР и ЛНР,https://tass.ru/obschestvo/13931689,5
Benevoles,волонтер,горожанин,neighbor,5,"""Еще около 25 тонн продуктов, одежды и предметов первой необходимости собрали горожане.",В Пятигорске собрали еще 25 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/14208771,5
Benevoles,волонтер,кастюкевича,neighbor,1,"""Наша сводная группа из добровольцев МГЕР (""Молодая гвардия ""Единой России"" - прим. ТАСС), ""Молодежки ОНФ"" и движения ""Мы вместе"", которую мы отправили в Ростовскую область, под руководством Игоря Кастюкевича уже приступила к работе.","""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям",https://tass.ru/ekonomika/13770261,4
Benevoles,волонтер,кастюкевича,neighbor,2,"Ранее секретарь генсовета единороссов Андрей Турчак сообщил, что в Ростовскую область отправляется группа молодежного актива ""Единой России"" под руководством замглавы фракции единороссов, координатора партии по молодежной политике Игоря Кастюкевича.","Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса",https://tass.ru/obschestvo/13774587,4
Benevoles,волонтер,кастюкевича,neighbor,3,"В основном это продукты и детское питание"", - приводятся в сообщении слова депутата Госдумы, координатора ""Единой России"" по молодежной политике, руководителя ""Молодежки ОНФ"" Игоря Кастюкевича.",Единый центр гумпомощи за месяц направил более 1 тыс. тонн грузов жителям Донбасса,https://tass.ru/obschestvo/14123995,4
Benevoles,волонтер,кастюкевича,neighbor,4,"Об этом ТАСС сообщили в пресс-службе депутата Госдумы, руководителя гуманитарной миссии Игоря Кастюкевича.",Волонтеры гуманитарной миссии ЕР помогают эвакуироваться жителям Новой Каховки,https://tass.ru/obschestvo/16242049,4
Benevoles,волонтер,сортировочный,neighbor,1,"Затем их отвозили в сортировочные пункты, на которых работали волонтеры.","Волонтеры Приамурья собрали для эвакуированных из ЛНР и ДНР 18,3 тонны гуманитарного груза",https://tass.ru/obschestvo/14236161,3
Benevoles,волонтер,сортировочный,neighbor,2,"Кроме того, накануне был развернут мобильный приемно-сортировочный модуль Центра медицины катастроф.",В Ростовскую область с начала эвакуации прибыло более 460 тыс. жителей Донбасса,https://tass.ru/obschestvo/14272915,3
Benevoles,волонтер,сортировочный,neighbor,3,На базе Всероссийского студенческого корпуса спасателей организовали сортировочно-погрузочный пункт для сортировки и подготовки гуманитарной помощи к отправке.,Из Москвы с начала СВО отправили более 830 тонн гуманитарной помощи для жителей Донбасса,https://tass.ru/obschestvo/15233749,3
Benevoles,волонтер,активист,neighbor,1,"Такой опыт у наших активистов уже есть"", - сказал руководитель МГЕР Антон Демидов, слова которого приводит пресс-служба.",МГЕР поможет с размещением беженцев из Донбасса,https://tass.ru/obschestvo/13759861,5
