target,type,token,freq,example_1,example_2,example_3
Refugies,target = sujet → verbe,рассказать,3,"Мы очень благодарны, здесь мы чувствуем мир"", - рассказали беженцы. || Titre: В МЧС зарегистрировали почти 30 регионов, готовых принять эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13773069","/ТАСС/. Вооруженные силы Украины (ВСУ) препятствуют эвакуации населения из Авдеевки, рассказал ТАСС спасенный российскими силами беженец Юрий Присяжнюк. || Titre: Беженец рассказал, что ВСУ препятствуют эвакуации оставшейся части населения из Авдеевки | URL: https://tass.ru/obschestvo/19968297","Теперь за вами можно прятаться"", - рассказал беженец. || Titre: Беженец рассказал, что ВСУ препятствуют эвакуации оставшейся части населения из Авдеевки | URL: https://tass.ru/obschestvo/19968297"
Refugies,target = sujet → verbe,пересечь,3,"Ранее глава Крыма Сергей Аксенов сообщал, что с 24 февраля границу Украины с Россией в Крыму пересекли более 30 тыс. беженцев. || Titre: Мурадов прокомментировал принцип размещения украинских беженцев в Крыму | URL: https://tass.ru/obschestvo/14257395","За последние двое суток границы соседних государств пересекли 70 555 беженцев. || Titre: В ООН сообщили, что более 5,5 млн беженцев покинули Украину с 24 февраля | URL: https://tass.ru/mezhdunarodnaya-panorama/14533677",За последние сутки границы соседних государств пересекли 26 987 беженцев. || Titre: Число внутренне перемещенных лиц на Украине превысило 8 млн | URL: https://tass.ru/obschestvo/14588385
Refugies,target = sujet → verbe,жить,3,"Представитель МККК отметил, что беженцы из Донбасса и с Украины живут как в пунктах временного размещения, так и ""частных домах"". || Titre: МККК назвал удовлетворительными условия в России для беженцев из Донбасса и Украины | URL: https://tass.ru/obschestvo/14939561","Министр признала, что условия проживания там будут менее комфортными по сравнению с теми, в которых живут беженцы, принятые Литвой ранее. || Titre: Литва при новой волне беженцев с Украины готова принять 25 тыс. человек | URL: https://tass.ru/mezhdunarodnaya-panorama/15594119","Министр признала, что условия проживания там будут менее комфортными по сравнению с теми, в которых живут беженцы, принятые Литвой ранее. || Titre: В Литве ищут помещения для приема новой волны украинских беженцев | URL: https://tass.ru/mezhdunarodnaya-panorama/15691539"
Refugies,target = sujet → verbe,получать,3,"В центре беженцы получают необходимую информацию, продовольственные пакеты, одежду, обувь. || Titre: Центр регистрации украинских беженцев в Литве в неделю принимает около 20 человек | URL: https://tass.ru/mezhdunarodnaya-panorama/16734367","Колягин отметил, что по прибытии в город беженцы получают продуктовый набор из госрезерва, при необходимости им оказывается медицинская помощь, затем они направляются в один из пяти развернутых в Первомайске пунктов временного размещения (ПВР), ""которые вновь заработали на полную"". || Titre: В Первомайск в ЛНР с начала января прибыли почти 600 беженцев | URL: https://tass.ru/obschestvo/16894171","""СвДП открыта для предположения о том, чтобы вновь прибывающие беженцы с Украины в будущем вновь получали пособия в виде права на убежище, а не сразу гражданские пособия"", - сказал Томаэ газете Augsburger Allgemeine. || Titre: В СвДП заявили, что беженцы с Украины должны получать право на убежище | URL: https://tass.ru/mezhdunarodnaya-panorama/20166279"
Refugies,target = sujet → verbe,разместить,2,"Беженцы будут размещены в детских круглогодичных лагерях, санаториях, базах отдыха, пустующих номерах гостиниц, в семьях, готовых принять у себя людей. || Titre: Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13770553","""Благодарим от души, спасибо, дай вам Бог здоровья"" звучит в палатках в ПВР в Белгородском районе, где размещены беженцы из Харьковской области. || Titre: Турчак заявил, что беженцы из Харьковской области обеспечены всем необходимым | URL: https://tass.ru/obschestvo/15718475",
Refugies,target = sujet → verbe,отличаться,2,"Ранее Билотайте подчеркнула, что эти беженцы принципиально отличались бы от нелегальных мигрантов из стран Азии и Африки, пытающихся проникнуть в Литву через Белоруссию. || Titre: МВД Литвы зарегистрировало 10 тыс. пунктов для размещения беженцев с Украины | URL: https://tass.ru/mezhdunarodnaya-panorama/13841351","Как ранее отмечала глава МВД Литвы Агне Билотайте, эти беженцы принципиально отличались бы от нелегальных мигрантов из стран Азии и Африки, пытающихся проникнуть в Литву через Белоруссию. || Titre: В Литве готовятся принять до 100 тыс. ""бегущих от войны"" украинцев | URL: https://tass.ru/mezhdunarodnaya-panorama/13803051",
Refugies,target = sujet → verbe,получить,2,"""На сегодня единовременную материальную помощь получили около 12 тыс. беженцев, это 74,4% от числа обратившихся за выплатой"", - говорится в сообщении. || Titre: Единовременную помощь получили почти 12 тыс. эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13907037","/ТАСС/. Свыше 160 тысяч беженцев, прибывших с территорий Украины, уже получили гуманитарную помощь и поддержку от Российского Красного Креста (РКК), заявила в четверг вице-премьер РФ Татьяна Голикова на форуме РКК. || Titre: Голикова заявила, что более 160 тыс. беженцев с Украины получили помощь РКК | URL: https://tass.ru/obschestvo/15904611",
Refugies,target = sujet → verbe,быть,2,"""Какие бы социальные или экономические сложности не испытывала наша страна, у которой самой есть беженцы, мы понимаем цену солидарности и полностью готовы оказать максимальную поддержку беженцам с Украины, если таковые будут. || Titre: Грузия готова принять беженцев с Украины | URL: https://tass.ru/obschestvo/13898231","""В Ставрополье есть беженцы. || Titre: Ставропольский край принял 300 эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13956405",
Refugies,target = sujet → verbe,въехать,2,"""Почти 250 тысяч беженцев уже в нашу страну въехали. || Titre: Россия приняла 250 тыс. беженцев из Донбасса и с Украины | URL: https://tass.ru/obschestvo/14062833","По данным службы, с начала специальной военной операции в Молдавию с Украины въехало 600 585 беженцев. || Titre: Власти Молдавии готовятся к новой волне беженцев с Украины | URL: https://tass.ru/obschestvo/16137029",
Refugies,target = sujet → verbe,попадать,2,"Прошедшие эту процедуру беженцы попадают в систему, где содержатся все их данные и биометрическая фотография. || Titre: Около 1,7-1,8 млн беженцев с Украины остались в Польше | URL: https://tass.ru/obschestvo/14205985","В инфографике, приведенной на сайте, Молдавия указана в качестве транзитной страны, через которую беженцы попадают в Румынию, куда с Украины прибыли свыше 1,1 млн человек. || Titre: ЕС сообщил о прибытии более 6 млн беженцев с Украины | URL: https://tass.ru/mezhdunarodnaya-panorama/14609175",
Refugies,target = sujet → verbe,приехать,2,"Работают в пунктах временного размещения, куда приехали беженцы из Донбасса, работают в пунктах комплектации помощи, куда и компании, и бизнес, и просто обычные люди приносят свою одежду, продукты питания, которые направляются в волонтерские центры"", - сказал Кириенко в ходе выступления на марафоне общества ""Знания"", который называется ""Новые горизонты"". || Titre: Кириенко заявил, что около 75 тыс. волонтеров-россиян помогают жителям Донбасса | URL: https://tass.ru/obschestvo/14674779","В правительстве Воронежской области ТАСС пояснили, что некоторые беженцы приехали в регион на собственном транспорте и остались у родственников и знакомых. || Titre: Около 550 беженцев отправили из Белгородской области в Воронеж и Сызрань | URL: https://tass.ru/obschestvo/15722395",
Refugies,target = sujet → verbe,перейти,2,"Более 1,3 тыс. беженцев из Харьковской области перешли российско-украинскую границу в Белгородской области 11 сентября. || Titre: Тульская область выразила готовность принять 300 беженцев из Харьковской области | URL: https://tass.ru/obschestvo/15722771","Более 1,3 тыс. беженцев из Харьковского района 11 сентября перешли границу в Белгородской области, все они были размещены в 27 ПВР. || Titre: Около 550 беженцев отправили из Белгородской области в Воронеж и Сызрань | URL: https://tass.ru/obschestvo/15722395",
Refugies,target = sujet → verbe,оставаться,2,"По данным на утро среды, на территории Белгородской области остаются около 500 беженцев. || Titre: Более 1 тыс. беженцев отправили из Белгородской области в другие регионы России | URL: https://tass.ru/obschestvo/15743333","Он уточнил, что не все беженцы остаются в Первомайске, они выезжают дальше от зоны боевых действий. || Titre: В Первомайск в ЛНР с начала января прибыли почти 600 беженцев | URL: https://tass.ru/obschestvo/16894171",
Refugies,target = sujet → verbe,продолжать,1,"Водолацкий добавил, что беженцы продолжают прибывать на территорию Ростовской области в большом количестве. || Titre: Беженцев из Донбасса доставят железной дорогой в несколько регионов ЦФО | URL: https://tass.ru/obschestvo/13766013",,
Refugies,target = sujet → verbe,проходить,1,"""Мы будем готовы с 24 февраля принять первых 100 человек и в дальнейшем принимать такими группами по 100 человек, потому что нам нужно обеспечить санитарно-эпидемиологический контроль"", - сообщил Шестаков, добавив, что сначала беженцы будут проходить через пункт обсервации. || Titre: Новгородская область готова принять до 700 беженцев из Донбасса | URL: https://tass.ru/obschestvo/13772957",,
Benevoles,target = sujet → verbe,помогать,20,"Пилипенко также отметила, что волонтеры будут помогать приезжающим в расселении, а также в обеспечении продуктами питания и необходимой одеждой. || Titre: Воронежская область готова принять 4,5 тыс. беженцев из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13766725","Помимо медиков, людям помогают волонтеры - расселяют, приносят теплые одеяла и просто поддерживают словом. || Titre: Воронеж начал принимать эвакуированных жителей ДНР и ЛНР | URL: https://tass.ru/obschestvo/13776141","/ТАСС/. Свыше 200 волонтеров и спасателей помогают жителям Донбасса, временно приехавшим в Липецкую область. || Titre: Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область | URL: https://tass.ru/obschestvo/13807257"
Benevoles,target = sujet → verbe,работать,16,"В штабе работают волонтеры Всероссийского студенческого корпуса спасателей, Общероссийского народного фронта, ""Молодежки ОНФ"", Красного креста, ""Молодой гвардии ""Единой России"", Волонтерской роты и других добровольческих объединений. || Titre: Волонтерский штаб ""Мы вместе"" в Ростове-на-Дону начал оказывать помощь жителям Донбасса | URL: https://tass.ru/obschestvo/13774587","""Разъяснения эти создали небольшую задержку, но волонтеры работают, среди них есть юристы, специалисты муниципального управления, они активно помогают"", - добавил депутат. || Titre: Жители Донбасса с гражданством РФ, эвакуируемые в Россию, получат выплаты | URL: https://tass.ru/obschestvo/13773175","В нем уточняется, что приехавших осмотрят медики, сделают тест на коронавирус, с ними будут работать волонтеры и психологи. || Titre: Липецкая область готова принять в ближайшие сутки 750 эвакуированных жителей Донбасса | URL: https://tass.ru/obschestvo/13780051"
Benevoles,target = sujet → verbe,встречать,11,"В Воронежской области, где эвакуированных начали размещать с воскресенья, жителей Донбасса встречают волонтеры. || Titre: В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13775657","На месте эвакуированных встречают волонтеры, которые распределяют потоки приезжих по автобусам и помогают им донести вещи. || Titre: Поезд с эвакуированными жителями Донбасса прибыл в Наро-Фоминск | URL: https://tass.ru/obschestvo/13798449","Он напомнил, что с первых дней волонтеры от партии ""встречают беженцев на границе, обеспечивают их всем необходимым в пунктах временного размещения в 15 регионах, занимаются распределением гуманитарной помощи"". || Titre: Границу России пересекли уже более 132 тыс. эвакуированных жителей Донбасса | URL: https://tass.ru/obschestvo/13932163"
Benevoles,target = sujet → verbe,задействовать,5,"/ТАСС/. Власти Ленинградской области готовятся принять эвакуированных из Донецкой и Луганской народных республик, большинство из которых составляют дети, в организации встречи задействованы волонтеры, сообщил губернатор Александр Дрозденко. || Titre: Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети | URL: https://tass.ru/obschestvo/13794525","""В настоящий момент 800 донских волонтеров задействовано в работе с беженцами. || Titre: В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса | URL: https://tass.ru/obschestvo/13787549","""Задействовано по стране в режиме постоянной работы более 4 290 волонтеров. || Titre: В РФ более 4 тыс. волонтеров помогают эвакуированным жителям Донбасса | URL: https://tass.ru/obschestvo/13817213"
Benevoles,target = sujet → verbe,организовать,4,"Он добавил, что также для эвакуированных детей сформировали при ПВР досуговые классы, где есть письменные принадлежности, краски, волонтеры организуют развлекательные программы. || Titre: Во всех ПВР Ростовской области организованы занятия с эвакуированными из Донбасса детьми | URL: https://tass.ru/obschestvo/13781477","""Побывали в ПВР в городе Шахты: волонтеры по линии культуры организовали шоу для маленьких детей с участием ростовых кукол"", - отметил глава комитета. || Titre: Во всех ПВР Ростовской области организованы занятия с эвакуированными из Донбасса детьми | URL: https://tass.ru/obschestvo/13781477","Волонтеры организовали доставку более 50 тонн гуманитарной помощи, в том числе продуктов питания и предметов первой необходимости в ПВР эвакуированных мирных жителей Донбасса в Ростовской области. || Titre: В МЧС сообщили, что переселенцев из Донбасса готовы принять 43 региона | URL: https://tass.ru/obschestvo/13781503"
Benevoles,target = sujet → verbe,привлечь,4,"""Всего привлечено 100 волонтеров организации и порядка 150 спасателей, которые оказывают приезжим всю необходимую помощь как в заселении в местах размещения, так и в дороге"", - сказал Артамонов. || Titre: Свыше 200 волонтеров и спасателей помогают жителям Донбасса, приехавшим в Липецкую область | URL: https://tass.ru/obschestvo/13807257",/ТАСС/. Почти две тысячи волонтеров привлечены к оказанию гуманитарной помощи эвакуированным жителям Донецкой и Луганской народных республик в пунктах временного размещения в Ростовской области. || Titre: Почти 2 тыс. волонтеров помогают эвакуированным жителям Донбасса в Ростовской области | URL: https://tass.ru/obschestvo/13926931,"""К работе по оказанию гуманитарной помощи привлечены 1 777 волонтеров. || Titre: Почти 2 тыс. волонтеров помогают эвакуированным жителям Донбасса в Ростовской области | URL: https://tass.ru/obschestvo/13926931"
Benevoles,target = sujet → verbe,отправить,4,"""Со склада Центра международных гуманитарных связей правительства Санкт-Петербурга волонтеры Красного Креста отправили в центр распределения гуманитарной помощи в Ростовской области первую партию - 3,8 тонны"", - говорится в сообщении. || Titre: Жители Петербурга отправили почти 4 тонны гуманитарной помощи эвакуированным с Донбасса | URL: https://tass.ru/obschestvo/13990673",/ТАСС/. Волонтеры Амурской области отправили в Ростов-на-Дону первую машину с гуманитарной помощью для эвакуированных из Донецкой и Луганской народных республик. || Titre: Из Приамурья выехала первая машина с гуманитарной помощью для переселенцев из ДНР и ЛНР | URL: https://tass.ru/obschestvo/14034813,"""Волонтеры Приамурья отправят 18,3 тонны гуманитарного груза для беженцев из ЛНР и ДНР. || Titre: Волонтеры Приамурья собрали для эвакуированных из ЛНР и ДНР 18,3 тонны гуманитарного груза | URL: https://tass.ru/obschestvo/14236161"
Benevoles,target = sujet → verbe,направить,3,"Также в Ростовскую область от регионального отделения ""Единой России"" направлены волонтеры, которые будут сообщать, в чем именно нуждаются люди. || Titre: Из Рязанской области отправили первые 6 тонн гуманитарной помощи для жителей Донбасса | URL: https://tass.ru/obschestvo/13808247",/ТАСС/. 100-тонную партию гуманитарной помощи направят в Луганск волонтеры объединенного штаба #МыВместе в Ростовской области. || Titre: Волонтеры из Ростовской области направят в Луганск 100 тонн гуманитарной помощи | URL: https://tass.ru/obschestvo/14266705,"""Волонтеры объединенного штаба #МыВместе в Ростовской области вновь направят партию гуманитарной помощи - более 100 тонн - в Луганск"", - говорится в сообщении. || Titre: Волонтеры из Ростовской области направят в Луганск 100 тонн гуманитарной помощи | URL: https://tass.ru/obschestvo/14266705"
Benevoles,target = sujet → verbe,находиться,3,"В каждом вагоне находится волонтер, который беседует с беженцами, происходит распределение по точкам конечного прибытия. || Titre: Поезд с эвакуированными жителями Донбасса прибыл в Наро-Фоминск | URL: https://tass.ru/obschestvo/13798449","""Здесь находятся волонтеры, муниципальные служащие, мэры, полиция, специалисты по ликвидации последствий стихийных бедствий. || Titre: В Венгрию за неделю прибыли более 120 тыс. украинских беженцев | URL: https://tass.ru/obschestvo/13958085","В точках сбора находятся волонтеры, которые принимают, сортируют, учитывают и упаковывают гуманитарную помощь. || Titre: В Москве открыли еще один штаб по сбору гуманитарной помощи для жителей Донбасса | URL: https://tass.ru/obschestvo/15856483"
Benevoles,target = sujet → verbe,собрать,3,"/ТАСС/. Ялтинские волонтеры собрали и направили эвакуированным жителям Донбасса 9 тонн гуманитарной помощи, сообщила в своем Telegram-канале глава администрации города Янина Павленко. || Titre: Ялта отправила 9 тонн гуманитарной помощи жителям Донбасса | URL: https://tass.ru/obschestvo/14014019","/ТАСС/. Волонтеры в Амурской области собрали 18,3 тонны гуманитарного груза для эвакуированных из ЛНР и ДНР. || Titre: Волонтеры Приамурья собрали для эвакуированных из ЛНР и ДНР 18,3 тонны гуманитарного груза | URL: https://tass.ru/obschestvo/14236161","Около 1 тонны гуманитарной помощи собрали волонтеры движения #Мывместе на митинге-концерте в Екатеринбурге, организованном в поддержку эвакуированных жителей Донбасса. || Titre: В Екатеринбурге для эвакуированных из Донбасса собрали тонну гуманитарной помощи | URL: https://tass.ru/obschestvo/14571725"
Benevoles,target = sujet → verbe,доставить,3,"Отмечается, что волонтеры штаба #МыВместе доставят в ЛНР рулоны с пленкой для восстановления теплового контура окон в пострадавших от обстрелов домах, а также соцучреждениях. || Titre: Волонтеры из Ростовской области направят в Луганск 100 тонн гуманитарной помощи | URL: https://tass.ru/obschestvo/14266705","Волонтеры #МыВместе доставили в ""Социальный шоурум"" вещи, которые жители Хабаровского края на протяжении длительного времени передавали в пункт сбора гуманитарной помощи"", - говорится в сообщении. || Titre: В Хабаровске открыли ""Социальный шоурум"" для переселенцев с Украины и из Донбасса | URL: https://tass.ru/obschestvo/15320627","<…> Волонтеры доставят семьям мобилизованных продукты и лекарства, помогут их пожилым родителям и присмотрят за их детьми"", - говорится в сообщении. || Titre: Волонтеры будут доставлять продукты и лекарства семьям мобилизованных в Тульской области | URL: https://tass.ru/obschestvo/16019355"
Benevoles,target = sujet → verbe,получать,3,"/ТАСС/. Украинские волонтеры получают более 2 тыс. гривен за каждого человека, эвакуированного ими из подконтрольных Киеву городов Донецкой Народной Республики (ДНР) в западные области Украины, на этом также зарабатывают и украинские силовики. || Titre: В ЛНР заявили, что волонтерам платят более 2 тыс. гривен за каждого эвакуируемого из ДНР | URL: https://tass.ru/mezhdunarodnaya-panorama/15182231","""Волонтеры за каждого эвакуируемого [человека] получают более 2 тыс. гривен (по курсу ЦБ РФ более 4 тыс. рублей - прим. ТАСС) - вот и причина насильственного вывоза людей. || Titre: В ЛНР заявили, что волонтерам платят более 2 тыс. гривен за каждого эвакуируемого из ДНР | URL: https://tass.ru/mezhdunarodnaya-panorama/15182231","На территории палаточного лагеря мы помогаем создать штаб, места для временного проживания и столовую, где и беженцы, и сами волонтеры круглосуточно будут получать полноценное питание"", - сообщил Паленков. || Titre: Кубанские волонтеры обустроили палаточный лагерь на границе для эвакуированных с Украины | URL: https://tass.ru/obschestvo/15297575"
Benevoles,target = sujet → verbe,проводить,2,"/ТАСС/. Студенты-волонтеры в Ростовской области будут проводить занятия с эвакуированными из Донбасса детьми, чтобы они не отставали от учебной программы. || Titre: В Ростовской и Воронежской областях организуют обучение эвакуированных из Донбасса детей | URL: https://tass.ru/obschestvo/13772735","Для детей, проживающих в пунктах временного размещения в Тюменской области, волонтеры регионального штаба ""Мы вместе"" проводят утренники и праздничные елки. || Titre: Более 260 человек из зоны СВО разместили в трех временных пунктах в Тюменской области | URL: https://tass.ru/obschestvo/16710057",
Benevoles,target = sujet → verbe,участвовать,2,"На сбор гуманитарной помощи откликнулись жители всех районов области, волонтеры и активисты участвуют в подготовке мест временного размещения беженцев"", - привели слова Дрозденко в пресс-службе правительства Ленинградской области. || Titre: Губернатор Ленобласти заявил, что большинство эвакуированных из Донбасса - дети | URL: https://tass.ru/obschestvo/13794525","""Волонтеры аэропорта из числа сотрудников, находящихся в простоях, активно участвуют в работе по перевалке гуманитарного груза: разгрузке фур, размещении в грузовом терминале, загрузке автомобилей меньшей тоннажности"", - добавил собеседник агентства. || Titre: Около 400 тонн помощи Донбассу разместили в грузовом терминале ростовского аэропорта | URL: https://tass.ru/obschestvo/14380819",
