target,type,token,freq,example_1,example_2,example_3
Refugies,adjectif lié au target,новый,1,"По словам общественника, прибывшие украинцы были размещены достойно, но с расселением новых беженцев возникают проблемы. || Titre: В Литве заявили, что возможности для размещения беженцев с Украины исчерпаны | URL: https://tass.ru/mezhdunarodnaya-panorama/15427915",,
Refugies,adjectif lié au target,зимний,1,"""Мы должны быть готовы к волне зимних беженцев. || Titre: Власти Молдавии готовятся к новой волне беженцев с Украины | URL: https://tass.ru/obschestvo/16137029",,
Refugies,adjectif lié au target,конголезский,1,"""Руанда не собирается нести ответственность за увеличение числа конголезских беженцев в то время, как мировое сообщество остается глухо к реальным угрозам безопасности, включая со стороны группировки ""Демократические силы за освобождение Руанды"" (FDLR), совершающей геноцид на востоке ДРК"", - цитирует его во вторник руандийская газета The New Times. || Titre: Руанда больше не будет принимать беженцев из ДР Конго | URL: https://tass.ru/mezhdunarodnaya-panorama/16765491",,
Refugies,adjectif lié au target,сирийский,1,"Свердловская область стала одним из 12 регионов России, принявших сирийских беженцев. || Titre: В Свердловскую область прибыли около 100 беженцев из Сирии | URL: https://tass.ru/obschestvo/23329881",,
Benevoles,adjectif lié au target,российский,3,"Большинство опрошенных (82%) положительно относятся к помощи российских волонтеров жителям Донбасса, 4% относятся к помощи отрицательно. || Titre: ВЦИОМ: около 80% россиян поддерживают решение о приеме эвакуированных из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13782431","С инициативой формирования такого поезда выступили Народный фронт и РЖД, чтобы поддержать стремление российских волонтеров, общественных организаций, представителей бизнеса и неравнодушных граждан в сборе помощи жителям братских республик ДНР и ЛНР. || Titre: ОНФ и РЖД отправят в Донбасс поезд с гуманитарным грузом из 60 регионов России | URL: https://tass.ru/obschestvo/14525427","Как и.о. министра уточнил во время торжественного мероприятия, посвященного Дню молодежи, активные молодые люди из донецкого штаба ""Мы вместе"" и других волонтерских организаций, а также министерства, которые находились после учебы и форумов в Ростове-на-Дону, присоединились к другим российским волонтерам и раздают воду людям на трассе М-4 ""Дон"". || Titre: ДНР выразила готовность предоставить волонтеров для помощи жителям Ростовской области | URL: https://tass.ru/obschestvo/18108123"
Benevoles,adjectif lié au target,столичный,2,"/ТАСС/. Столичные волонтеры отправили в Луганскую и Донецкую народные республики более 10 тонн гуманитарной помощи жителям, социальным учреждениям и участникам специальной военной операции. || Titre: Волонтеры Москвы отправили в ЛНР и ДНР более 10 тонн гумпомощи | URL: https://tass.ru/obschestvo/24829157","Гуманитарную помощь повезут столичные волонтеры вместе с участниками направления ""Город героев"" проекта ""Молодежь Москвы"". || Titre: Волонтеры Москвы отправили в ЛНР и ДНР более 10 тонн гумпомощи | URL: https://tass.ru/obschestvo/24829157",
Benevoles,adjectif lié au target,калужский,1,Также калужские волонтеры готовятся к поездке. || Titre: В регионах России начали сбор гуманитарной помощи для эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13775657,,
Benevoles,adjectif lié au target,донский,1,"""В настоящий момент 800 донских волонтеров задействовано в работе с беженцами. || Titre: В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса | URL: https://tass.ru/obschestvo/13787549",,
Benevoles,adjectif lié au target,готовый,1,"Кроме того, со всех 85 регионов нашей страны откликнулись волонтеры, готовые присоединиться к оказанию помощи . || Titre: В Ростовской области более 800 волонтеров помогают эвакуированным жителям Донбасса | URL: https://tass.ru/obschestvo/13787549",,
Benevoles,adjectif lié au target,новосибирский,1,"Новосибирские волонтеры уже готовы ехать восстанавливать инфраструктуру Донбасса"", - приводятся в сообщении слова зампредседателя правительства Новосибирской области, министра региональной политики Игоря Яковлева. || Titre: Новосибирская область готова принять до 1,2 тыс. эвакуированных из Донбасса | URL: https://tass.ru/obschestvo/13852847",,
Benevoles,adjectif lié au target,тюменский,1,При необходимости на помощь придут тюменские волонтеры. || Titre: Тюменская область подготовила 16 пунктов временного размещения для жителей Донбасса | URL: https://tass.ru/obschestvo/13966063,,
Benevoles,adjectif lié au target,ялтинский,1,"/ТАСС/. Ялтинские волонтеры собрали и направили эвакуированным жителям Донбасса 9 тонн гуманитарной помощи, сообщила в своем Telegram-канале глава администрации города Янина Павленко. || Titre: Ялта отправила 9 тонн гуманитарной помощи жителям Донбасса | URL: https://tass.ru/obschestvo/14014019",,
Benevoles,adjectif lié au target,городской,1,"Об участии волонтерских, образовательных и благотворительных организаций в работе по сбору помощи расскажут руководитель Центра городских волонтеров Санкт‑Петербурга Дмитрий Антонов, проректор по воспитательной работе и организации приема Санкт-Петербургского государственного университета Александр Бабич, проректор по обеспечению образовательной деятельности и студенческому контингенту Санкт-Петербургского государственного университета технологии и дизайна Евгений Ананичев, заместитель председателя Санкт-Петербургского отделения Российского Красного Креста Илья Иванов, руководитель отдела по делам молодёжи Тихвинской епархии отец Геннадий Титов и пресс-секретарь Комитета по молодёжной политике и взаимодействию с общественными организациями Татьяна Лебедева. || Titre: Сбор помощи беженцам из Донбасса в Санкт-Петербурге | URL: https://tass.ru/press/16003",,
Benevoles,adjectif lié au target,украинские,1,"/ТАСС/. Украинские волонтеры получают более 2 тыс. гривен за каждого человека, эвакуированного ими из подконтрольных Киеву городов Донецкой Народной Республики (ДНР) в западные области Украины, на этом также зарабатывают и украинские силовики. || Titre: В ЛНР заявили, что волонтерам платят более 2 тыс. гривен за каждого эвакуируемого из ДНР | URL: https://tass.ru/mezhdunarodnaya-panorama/15182231",,
Benevoles,adjectif lié au target,сами,1,"На территории палаточного лагеря мы помогаем создать штаб, места для временного проживания и столовую, где и беженцы, и сами волонтеры круглосуточно будут получать полноценное питание"", - сообщил Паленков. || Titre: Кубанские волонтеры обустроили палаточный лагерь на границе для эвакуированных с Украины | URL: https://tass.ru/obschestvo/15297575",,
Benevoles,adjectif lié au target,собранный,1,"Жарова рассказала, что гуманитарная помощь принимается каждый день, затем все собранное волонтеры расфасовывают и грузят на отправление. || Titre: Более 2 тыс. тонн гуманитарной помощи отправили из Подмосковья жителям Донбасса | URL: https://tass.ru/obschestvo/17125157",,
Benevoles,adjectif lié au target,другим,1,"Как и.о. министра уточнил во время торжественного мероприятия, посвященного Дню молодежи, активные молодые люди из донецкого штаба ""Мы вместе"" и других волонтерских организаций, а также министерства, которые находились после учебы и форумов в Ростове-на-Дону, присоединились к другим российским волонтерам и раздают воду людям на трассе М-4 ""Дон"". || Titre: ДНР выразила готовность предоставить волонтеров для помощи жителям Ростовской области | URL: https://tass.ru/obschestvo/18108123",,
Benevoles,adjectif lié au target,самих,1,"Первые дежурства начались здесь в середине марта, самих волонтеров тогда было всего шестеро. || Titre: ""10 километров мимо неразорвавшихся мин"". | URL: https://tass.ru/v-strane/14340553",,
Benevoles,adjectif lié au target,других,1,"Скоро нас стало 20 человек, потом 35, а теперь в нашей группе в Telegram уже под тысячу участников, — рассказывает Яна Коломийцева, которая с первых дней работает сама и координирует работу других волонтеров на пункте пропуска. || Titre: ""10 километров мимо неразорвавшихся мин"". | URL: https://tass.ru/v-strane/14340553",,
Ukraine,adjectif lié au target,юго,1,"""С 21 февраля 2022 года в КБР возобновляется работа оперативного штаба #мывместе, цель которого - координация работы по сбору и распределению гуманитарной помощи, встрече вынужденных переселенцев из Юго-Восточной Украины. || Titre: Волонтеры #МыВместе в Кабардино-Балкарии помогут эвакуированным из ЛНР и ДНР | URL: https://tass.ru/obschestvo/13805635",,
Ukraine,adjectif lié au target,-,1,"""С 21 февраля 2022 года в КБР возобновляется работа оперативного штаба #мывместе, цель которого - координация работы по сбору и распределению гуманитарной помощи, встрече вынужденных переселенцев из Юго-Восточной Украины. || Titre: Волонтеры #МыВместе в Кабардино-Балкарии помогут эвакуированным из ЛНР и ДНР | URL: https://tass.ru/obschestvo/13805635",,
Ukraine,adjectif lié au target,восточный,1,"""С 21 февраля 2022 года в КБР возобновляется работа оперативного штаба #мывместе, цель которого - координация работы по сбору и распределению гуманитарной помощи, встрече вынужденных переселенцев из Юго-Восточной Украины. || Titre: Волонтеры #МыВместе в Кабардино-Балкарии помогут эвакуированным из ЛНР и ДНР | URL: https://tass.ru/obschestvo/13805635",,
Ukraine,adjectif lié au target,безопасный,1,"""Наша цель заключается в том, чтобы этот конфликт завершился как можно быстрее, и украинцы и другие люди, вынужденные покинуть Украину, могли скорее вернуться в безопасную, стабильную, мирную и демократическую Украину"", - сказал представитель Госдепа. || Titre: Госдеп рассчитывает, что украинские беженцы как можно скорее покинут США | URL: https://tass.ru/mezhdunarodnaya-panorama/14443245",,
Ukraine,adjectif lié au target,другая,1,"Ранее бывший лидер запрещенной на Украине партии ""Оппозиционная платформа - За жизнь"" Виктор Медведчук, ныне возглавляющий движение ""Другая Украина"", отмечал, что на начало 2024 года на Украине осталось порядка 18 млн человек, в то время как за ее пределами находятся около 17,9 млн. || Titre: Азаров считает, что 90% беженцев не вернутся на Украину при нынешнем режиме | URL: https://tass.ru/mezhdunarodnaya-panorama/20091377",,
Ukraine,adjectif lié au target,самой,1,"""У нас ситуация с беженцами выглядит по-другому, многократно лучше, чем в самой Украине. || Titre: Путин: ситуация с беженцами в РФ многократно лучше, чем на Украине | URL: https://tass.ru/politika/22631727",,
Ukraine,adjectif lié au target,западный,1,"В УВД уточнили, что на Западную Украину переместили около 190 тыс. человек. || Titre: В Харьковской области ждут обратную связь от ООН по мобилизованным переселенцам | URL: https://tass.ru/obschestvo/24716203",,
Ukraine,adjectif lié au target,правобережный,1,"Следует принять во внимание и тот не слишком афишируемый факт, что значительную часть тех, кто прибыл в Европу, составили не беженцы из затронутых боевыми действиями районов, а вполне благополучные жители Киева, Львова и других городов и областей Правобережной Украины. || Titre: Украинские беженцы потянулись домой: | URL: https://tass.ru/opinions/15276009",,
Russie,adjectif lié au target,единый,212,"/ТАСС/. ""Молодая гвардия Единой России"" окажет помощь в пунктах временного размещения эвакуированным жителям Донецкой и Луганской народных республик (ДНР и ЛНР), а также организует для них сбор гуманитарной помощи. || Titre: МГЕР поможет с размещением беженцев из Донбасса | URL: https://tass.ru/obschestvo/13759861","Губернатор Андрей Бочаров, который возглавил оперативный штаб по оказанию помощи, сегодня подтвердил, что регион готов принять 3,5 тысячи беженцев из ДНР и ЛНР"", - сказал парламентарий, слова которого приводит пресс-служба фракции ""Единой России"". || Titre: Волгоградская область готова принять 3,5 тыс. беженцев из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13770553","/ТАСС/. ""Единая Россия"" сформирует гуманитарные грузы для оказания помощи прибывшим в РФ беженцам из ДНР и ЛНР, необходимый объем уже согласован. || Titre: ""Единая Россия"" окажет гуманитарную помощь эвакуированным из Донбасса жителям | URL: https://tass.ru/ekonomika/13770261"
Russie,adjectif lié au target,приемный,5,"Кроме этого на базе местных общественных приемных ""Единой России"" открыты пункты сбора гуманитарной помощи: продукты питания длительного хранения, гигиенические средства, детские вещи"", - говорится в сообщении. || Titre: ""Единая Россия"" на Кубани открыла пункты сбора гуманитарной помощи для жителей ДНР и ЛНР | URL: https://tass.ru/obschestvo/13765213","""Из Ростовской области пойдет координация по всей России, по всем общественным приемным ""Единой России"", подключатся волонтеры ""Молодой гвардии"", будут назначены координаторы, которые будут собирать волонтерскую активность"", - сказала Кузнецова. || Titre: Ростовская область станет модельным регионом по работе с эвакуированными жителями Донбасса | URL: https://tass.ru/obschestvo/13816615","""Все мероприятия будем проводить совместно с общественными приемными ""Единой России"", - отметил Демидов. || Titre: МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса | URL: https://tass.ru/obschestvo/13909559"
Russie,adjectif lié au target,справедливый,3,"/ТАСС/. Партия ""Справедливая Россия - За правду"" (СРЗП), общественное движение ""За правду"" и Фонд Захара Прилепина готовы оказывать необходимую помощь эвакуированным в РФ мирным жителям Донбасса. || Titre: Справороссы и структуры Прилепина готовы помогать эвакуированным из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13767329","""Партия ""Справедливой России - За Правду"", общественные движения ""За правду"" и Оплот, Фонд Захара Прилепина готовы оказывать всю необходимую помощь жителям Донецкой и Луганской народных республик, эвакуированным в Россию"", - говорится в сообщении. || Titre: Справороссы и структуры Прилепина готовы помогать эвакуированным из ДНР и ЛНР | URL: https://tass.ru/obschestvo/13767329","К акции присоединились Национальный медицинский исследовательский центр имени В. А. Алмазова, фармацевтические компании, общественные организации, представители партий ""Единая Россия"", ""Справедливая Россия"", ""Новые люди"" и другие. || Titre: Более 20 тонн медикаментов отправили из Петербурга для жителей Донбасса | URL: https://tass.ru/obschestvo/14635097"
Russie,adjectif lié au target,центральный,3,Власти регионов Центральной России открыли центры сбора гуманитарной помощи для эвакуированных жителей Донецкой и Луганской народных республик (ДНР и ЛНР). || Titre: Регионы ЦФО собирают детские игрушки и деньги для жителей Донбасса | URL: https://tass.ru/obschestvo/13808231,"Пункты сбора помощи организовали в субъектах Центральной России, куда уже приехали эвакуированные жители ДНР и ЛНР - в Курской, Воронежской, Липецкой и Белгородской областях. || Titre: Регионы ЦФО собирают детские игрушки и деньги для жителей Донбасса | URL: https://tass.ru/obschestvo/13808231",В феврале президент РФ Владимир Путин поручил правительству совместно с РЖД рассмотреть вопрос о развитии пассажирского и грузового железнодорожного сообщения Крыма и Центральной России через Донбасс и Новороссию. || Titre: Ростовская область готова к приему поездов из Донбасса | URL: https://tass.ru/obschestvo/24119833
Russie,adjectif lié au target,общественный,3,"""Из Ростовской области пойдет координация по всей России, по всем общественным приемным ""Единой России"", подключатся волонтеры ""Молодой гвардии"", будут назначены координаторы, которые будут собирать волонтерскую активность"", - сказала Кузнецова. || Titre: Ростовская область станет модельным регионом по работе с эвакуированными жителями Донбасса | URL: https://tass.ru/obschestvo/13816615","""Общественные приемные ""Единой России"" активно участвуют в оказании помощи жителям Донбасса с самых первых дней. || Titre: МГЕР вместе с приемными партии организует игровые комнаты для детей из Донбасса | URL: https://tass.ru/obschestvo/13909559","Об этом в среду сообщила руководитель общественных приемных ""Единой России"", замсекретаря генсовета партии Анна Кузнецова. || Titre: ""Единая Россия"" запустила горячую линию для покидающих Херсонскую область жителей | URL: https://tass.ru/obschestvo/16095055"
Russie,adjectif lié au target,краевой,1,"""По инициативе руководителя краевой ""Единой России"", губернатора края Владимира Владимирова наше кисловодское местное отделение организовало пункт сбора гуманитарной помощи для беженцев из ДНР и ЛНР"", - написал Моисеев в Instagram. || Titre: В Кисловодске открыли пункт сбора гуманитарной помощи для жителей ДНР и ЛНР | URL: https://tass.ru/obschestvo/13841425",,
Russie,adjectif lié au target,современный,1,"Международный аэропорт Платов (Ростов-на-Дону) - первый в современной России аэропорт, построенный с нуля. || Titre: Около 400 тонн помощи Донбассу разместили в грузовом терминале ростовского аэропорта | URL: https://tass.ru/obschestvo/14380819",,
Russie,adjectif lié au target,обороной,1,Об этом заявил в субботу начальник Национального центра управления обороной России генерал-полковник Михаил Мизинцев. || Titre: МО РФ: за сутки в Россию из Донбасса и с Украины эвакуировали более 29 тыс. человек | URL: https://tass.ru/armiya-i-opk/14966133,,
Russie,adjectif lié au target,дружественный,1,"По его словам, лагерь развивает сотрудничество с дружественными России государствами на пространстве СНГ. || Titre: Под Тулой ""Детская республика ""Поленово"" с начала СВО приняла 10 групп из новых регионов | URL: https://tass.ru/obschestvo/18514917",,
Russie,adjectif lié au target,злобный,1,"Объясняя их, как часто доводилось читать на просторах интернета, тем, что они же ""не какие-нибудь сирийцы или африканцы, они представители героической страны"", на которую напала злобная Россия! || Titre: Украинские беженцы потянулись домой: | URL: https://tass.ru/opinions/15276009",,
